candidate_uid,title,year,authors,venue,canonical_url,canonical_ids,source_pathways,source_names,selection_searches,selection_decisions,selection_rows,snowball_directions,snowball_decisions,snowball_seed_record_ids,snowball_rows,snowball_reason_samples,included_final,linked_record_id,primary_pathway,reconciliation_status
URL_07235687f2,,,,,https://github.com/ai4co/reevo,url:https://github.com/ai4co/reevo,snowballing,snowballing,,,0,backward,exclude,A015,1,Non-finance LLM hyper-heuristics repo reference; excluded.,no,,snowballing,screened_excluded
URL_28ae6f0ce2,,,,,https://ojs.aaai.org/index.php/aaai,url:https://ojs.aaai.org/index.php/aaai,snowballing,snowballing,,,0,backward,exclude,A015,1,Generic venue index page (not a paper),no,,snowballing,screened_excluded
URL_204698620f,,,,,https://proceedings.mlr.press/v235,url:https://proceedings.mlr.press/v235,snowballing,snowballing,,,0,backward,exclude,A015,1,Generic proceedings index page (not a paper),no,,snowballing,screened_excluded
URL_5a7ea8be83,,,,,https://github,url:https://github,snowballing,snowballing,,,0,backward,exclude,A021,1,Non-finance / broken reference in refs (LLM model reports or unrelated benchmarks like ancient pottery); excluded.,no,,snowballing,screened_excluded
ARXIV_1504.04909,,,,,https://arxiv.org/abs/1504.04909,arxiv:1504.04909 | url:https://arxiv.org/abs/1504.04909,snowballing,snowballing,,,0,backward,exclude,A013,1,General AI/agent reference (non-finance); excluded for agentic trading snowballing.,no,,snowballing,screened_excluded
ARXIV_1905.10985,,,,,https://arxiv.org/abs/1905.10985,arxiv:1905.10985 | url:https://arxiv.org/abs/1905.10985,snowballing,snowballing,,,0,backward,exclude,A013,1,General AI/agent reference (non-finance); excluded for agentic trading snowballing.,no,,snowballing,screened_excluded
ARXIV_2107.03374,,,,,https://arxiv.org/abs/2107.03374,arxiv:2107.03374 | url:https://arxiv.org/abs/2107.03374,snowballing,snowballing,,,0,backward,exclude,A013,1,General AI/agent reference (non-finance); excluded for agentic trading snowballing.,no,,snowballing,screened_excluded
ARXIV_2305.16291,,,,,https://arxiv.org/abs/2305.16291,arxiv:2305.16291 | url:https://arxiv.org/abs/2305.16291,snowballing,snowballing,,,0,backward,exclude,A013,1,General AI/agent reference (non-finance); excluded for agentic trading snowballing.,no,,snowballing,screened_excluded
ARXIV_2505.22954,,,,,https://arxiv.org/abs/2505.22954,arxiv:2505.22954 | url:https://arxiv.org/abs/2505.22954,snowballing,snowballing,,,0,backward,exclude,A013,1,General AI/agent reference (non-finance); excluded for agentic trading snowballing.,no,,snowballing,screened_excluded
DOI_10.1609_AAAI.V39I25.34922,,,,,https://doi.org/10.1609/aaai.v39i25.34922,doi:10.1609/aaai.v39i25.34922 | url:https://doi.org/10.1609/aaai.v39i25.34922,snowballing,snowballing,,,0,backward,exclude,A015,1,Heuristic optimization (non-finance trading system); excluded.,no,,snowballing,screened_excluded
ARXIV_2205.01068,,,,,https://arxiv.org/abs/2205.01068,arxiv:2205.01068 | url:https://arxiv.org/abs/2205.01068,snowballing,snowballing,,,0,backward,exclude,A021,1,Non-finance / broken reference in refs (LLM model reports or unrelated benchmarks like ancient pottery); excluded.,no,,snowballing,screened_excluded
ARXIV_2309.10305,,,,,https://arxiv.org/abs/2309.10305,arxiv:2309.10305 | url:https://arxiv.org/abs/2309.10305,snowballing,snowballing,,,0,backward,exclude,A021,1,Non-finance / broken reference in refs (LLM model reports or unrelated benchmarks like ancient pottery); excluded.,no,,snowballing,screened_excluded
ARXIV_2309.16609,,,,,https://arxiv.org/abs/2309.16609,arxiv:2309.16609 | url:https://arxiv.org/abs/2309.16609,snowballing,snowballing,,,0,backward,exclude,A021,1,Non-finance / broken reference in refs (LLM model reports or unrelated benchmarks like ancient pottery); excluded.,no,,snowballing,screened_excluded
ARXIV_2509.17191,,,,,https://arxiv.org/abs/2509.17191,arxiv:2509.17191 | url:https://arxiv.org/abs/2509.17191,snowballing,snowballing,,,0,backward,exclude,A021,1,Non-finance / broken reference in refs (LLM model reports or unrelated benchmarks like ancient pottery); excluded.,no,,snowballing,screened_excluded
ARXIV_2510.04479,,,,,https://arxiv.org/abs/2510.04479,arxiv:2510.04479 | url:https://arxiv.org/abs/2510.04479,snowballing,snowballing,,,0,backward,exclude,A021,1,Non-finance / broken reference in refs (LLM model reports or unrelated benchmarks like ancient pottery); excluded.,no,,snowballing,screened_excluded
ARXIV_2102.00626,,,,,https://arxiv.org/abs/2102.00626,arxiv:2102.00626 | url:https://arxiv.org/abs/2102.00626,snowballing,snowballing,,,0,backward,exclude,A009,1,Web/infrastructure or non-trading background reference; excluded for agentic trading snowballing.,no,,snowballing,screened_excluded
ARXIV_2106.08157,,,,,https://arxiv.org/abs/2106.08157,arxiv:2106.08157 | url:https://arxiv.org/abs/2106.08157,snowballing,snowballing,,,0,backward,exclude,A009,1,Web/infrastructure or non-trading background reference; excluded for agentic trading snowballing.,no,,snowballing,screened_excluded
ARXIV_2401.03568,,,,,https://arxiv.org/abs/2401.03568,arxiv:2401.03568 | url:https://arxiv.org/abs/2401.03568,snowballing,snowballing,,,0,backward,exclude,A009,1,Web/infrastructure or non-trading background reference; excluded for agentic trading snowballing.,no,,snowballing,screened_excluded
URL_ab5e0fd7f7,,,,,https://app.uniswap.org,url:https://app.uniswap.org,snowballing,snowballing,,,0,backward,exclude,A009,1,Web/infrastructure or non-trading background reference; excluded for agentic trading snowballing.,no,,snowballing,screened_excluded
URL_d5530b6b0a,,,,,https://chain.link,url:https://chain.link,snowballing,snowballing,,,0,backward,exclude,A009,1,Web/infrastructure or non-trading background reference; excluded for agentic trading snowballing.,no,,snowballing,screened_excluded
URL_d9dd0a2e96,,,,,https://lilianweng.github.io/posts/2023-06-23agent,url:https://lilianweng.github.io/posts/2023-06-23agent,snowballing,snowballing,,,0,backward,exclude,A009,1,Web/infrastructure or non-trading background reference; excluded for agentic trading snowballing.,no,,snowballing,screened_excluded
URL_505d63af7c,,,,,https://openai.com,url:https://openai.com,snowballing,snowballing,,,0,backward,exclude,A009,1,Web/infrastructure or non-trading background reference; excluded for agentic trading snowballing.,no,,snowballing,screened_excluded
URL_371bfaffee,,,,,https://www.apro.com/attps.pdf,url:https://www.apro.com/attps.pdf,snowballing,snowballing,,,0,backward,exclude,A009,1,Web/infrastructure or non-trading background reference; excluded for agentic trading snowballing.,no,,snowballing,screened_excluded
ARXIV_2305.16339,,,,,https://arxiv.org/abs/2305.16339,arxiv:2305.16339 | url:https://arxiv.org/abs/2305.16339,snowballing,snowballing,,,0,backward,exclude,A019,1,General LLM/AI reference (non-finance); screened out for agentic trading scope.,no,,snowballing,screened_excluded
ARXIV_2406.14283,,,,,https://arxiv.org/abs/2406.14283,arxiv:2406.14283 | url:https://arxiv.org/abs/2406.14283,snowballing,snowballing,,,0,backward,exclude,A019,1,General LLM/AI reference (non-finance); screened out for agentic trading scope.,no,,snowballing,screened_excluded
ARXIV_2409.09239,,,,,https://arxiv.org/abs/2409.09239,arxiv:2409.09239 | url:https://arxiv.org/abs/2409.09239,snowballing,snowballing,,,0,backward,exclude,A019,1,General LLM/AI reference (non-finance); screened out for agentic trading scope.,no,,snowballing,screened_excluded
ARXIV_2411.09273,,,,,https://arxiv.org/abs/2411.09273,arxiv:2411.09273 | url:https://arxiv.org/abs/2411.09273,snowballing,snowballing,,,0,backward,exclude,A019,1,General LLM/AI reference (non-finance); screened out for agentic trading scope.,no,,snowballing,screened_excluded
ARXIV_2502.20592,,,,,https://arxiv.org/abs/2502.20592,arxiv:2502.20592 | url:https://arxiv.org/abs/2502.20592,snowballing,snowballing,,,0,backward,exclude,A019,1,General LLM/AI reference (non-finance); screened out for agentic trading scope.,no,,snowballing,screened_excluded
ARXIV_2503.10084,,,,,https://arxiv.org/abs/2503.10084,arxiv:2503.10084 | url:https://arxiv.org/abs/2503.10084,snowballing,snowballing,,,0,backward,exclude,A019,1,General LLM/AI reference (non-finance); screened out for agentic trading scope.,no,,snowballing,screened_excluded
ARXIV_2504.14858,,,,,https://arxiv.org/abs/2504.14858,arxiv:2504.14858 | url:https://arxiv.org/abs/2504.14858,snowballing,snowballing,,,0,backward,exclude,A019,1,General LLM/AI reference (non-finance); screened out for agentic trading scope.,no,,snowballing,screened_excluded
ARXIV_2508.14111,,,,,https://arxiv.org/abs/2508.14111,arxiv:2508.14111 | url:https://arxiv.org/abs/2508.14111,snowballing,snowballing,,,0,backward,exclude,A019,1,General LLM/AI reference (non-finance); screened out for agentic trading scope.,no,,snowballing,screened_excluded
DOI_10.1016_J.ESWA.2015,,,,,https://doi.org/10.1016/j.eswa.2015,doi:10.1016/j.eswa.2015 | url:https://doi.org/10.1016/j.eswa.2015,snowballing,snowballing,,,0,backward,exclude,A019,2,Foundational/legacy finance or non-agentic trading citation; excluded for this snowballing scope. | Non-paper web/resource link or background citation; excluded for agentic trading scope.,no,,snowballing,screened_excluded
DOI_10.1016_J.FINMAR.2013.05.003,,,,,https://doi.org/10.1016/j.finmar.2013.05.003,doi:10.1016/j.finmar.2013.05.003 | url:https://doi.org/10.1016/j.finmar.2013.05.003,snowballing,snowballing,,,0,backward,exclude,A019,1,Foundational/legacy finance or non-agentic trading citation; excluded for this snowballing scope.,no,,snowballing,screened_excluded
DOI_10.1016_J.FINMAR.2013.06.004,,,,,https://doi.org/10.1016/j.finmar.2013.06.004,doi:10.1016/j.finmar.2013.06.004 | url:https://doi.org/10.1016/j.finmar.2013.06.004,snowballing,snowballing,,,0,backward,exclude,A019,2,Foundational/legacy finance or non-agentic trading citation; excluded for this snowballing scope. | Non-paper web/resource link or background citation; excluded for agentic trading scope.,no,,snowballing,screened_excluded
DOI_10.1016_J.INS.2016.01.060,,,,,https://doi.org/10.1016/j.ins.2016.01.060,doi:10.1016/j.ins.2016.01.060 | url:https://doi.org/10.1016/j.ins.2016.01.060,snowballing,snowballing,,,0,backward,exclude,A019,1,Foundational/legacy finance or non-agentic trading citation; excluded for this snowballing scope.,no,,snowballing,screened_excluded
DOI_10.1016_S1042-4431(98)00041-9,,,,,https://doi.org/10.1016/s1042-4431(98)00041-9,doi:10.1016/s1042-4431(98)00041-9 | url:https://doi.org/10.1016/s1042-4431(98)00041-9,snowballing,snowballing,,,0,backward,exclude,A019,1,Foundational/legacy finance or non-agentic trading citation; excluded for this snowballing scope.,no,,snowballing,screened_excluded
DOI_10.1111_J.1540-6261.1992.TB04681.X,,,,,https://doi.org/10.1111/j.1540-6261.1992.tb04681.x,doi:10.1111/j.1540-6261.1992.tb04681.x | url:https://doi.org/10.1111/j.1540-6261.1992.tb04681.x | url:https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1540-6261.1992.tb04681.x,snowballing,snowballing,,,0,backward,exclude,A019,3,Foundational/legacy finance or non-agentic trading citation; excluded for this snowballing scope. | Non-paper web/resource link or background citation; excluded for agentic trading scope.,no,,snowballing,screened_excluded
DOI_10.2307_2325486,,,,,https://doi.org/10.2307/2325486,doi:10.2307/2325486 | url:https://doi.org/10.2307/2325486,snowballing,snowballing,,,0,backward,exclude,A019,2,Foundational/legacy finance or non-agentic trading citation; excluded for this snowballing scope. | Non-paper web/resource link or background citation; excluded for agentic trading scope.,no,,snowballing,screened_excluded
URL_200a3457fc,,,,,https://www.jstor.org,url:https://www.jstor.org,snowballing,snowballing,,,0,backward,exclude,A019,1,Non-paper web/resource link or background citation; excluded for agentic trading scope.,no,,snowballing,screened_excluded
URL_703a9cf219,,,,,https://www.jstor.org/stable/1831028,url:https://www.jstor.org/stable/1831028,snowballing,snowballing,,,0,backward,exclude,A019,1,Non-paper web/resource link or background citation; excluded for agentic trading scope.,no,,snowballing,screened_excluded
URL_bc5aad4f8c,,,,,https://www.jstor.org/stable/1914185,url:https://www.jstor.org/stable/1914185,snowballing,snowballing,,,0,backward,exclude,A019,1,Non-paper web/resource link or background citation; excluded for agentic trading scope.,no,,snowballing,screened_excluded
URL_0a3975a636,,,,,https://www.jstor.org/stable/4480315,url:https://www.jstor.org/stable/4480315,snowballing,snowballing,,,0,backward,exclude,A019,1,Non-paper web/resource link or background citation; excluded for agentic trading scope.,no,,snowballing,screened_excluded
URL_185a713a87,,,,,https://www.jstor.org/stable/4480353,url:https://www.jstor.org/stable/4480353,snowballing,snowballing,,,0,backward,exclude,A019,1,Non-paper web/resource link or background citation; excluded for agentic trading scope.,no,,snowballing,screened_excluded
URL_5071e38e47,,,,,https://arxiv,url:https://arxiv,snowballing,snowballing,,,0,backward,exclude,A019,1,Non-paper web/resource link or background citation; excluded for agentic trading scope.,no,,snowballing,screened_excluded
URL_bd7aa38834,,,,,https://arxiv.org,url:https://arxiv.org,snowballing,snowballing,,,0,backward,exclude,A019,1,Non-paper web/resource link or background citation; excluded for agentic trading scope.,no,,snowballing,screened_excluded
ARXIV_1704.02971,,,,,https://arxiv.org/abs/1704.02971,arxiv:1704.02971 | url:https://arxiv.org/abs/1704.02971,snowballing,snowballing,,,0,backward,exclude,A019,1,Non-paper web/resource link or background citation; excluded for agentic trading scope.,no,,snowballing,screened_excluded
ARXIV_2108.07258,,,,,https://arxiv.org/abs/2108.07258,arxiv:2108.07258 | url:https://arxiv.org/abs/2108.07258,snowballing,snowballing,,,0,backward,exclude,A019,1,Non-paper web/resource link or background citation; excluded for agentic trading scope.,no,,snowballing,screened_excluded
URL_ff279b0c9d,,,,,https://doi.org/10.1016,url:https://doi.org/10.1016,snowballing,snowballing,,,0,backward,exclude,A019,1,Non-paper web/resource link or background citation; excluded for agentic trading scope.,no,,snowballing,screened_excluded
DOI_10.1016_S1042-4431(98,,,,,https://doi.org/10.1016/s1042-4431(98,doi:10.1016/s1042-4431(98 | url:https://doi.org/10.1016/s1042-4431(98,snowballing,snowballing,,,0,backward,exclude,A019,1,Non-paper web/resource link or background citation; excluded for agentic trading scope.,no,,snowballing,screened_excluded
URL_afb70ccafb,,,,,https://github.com/taâăślib/taâăślib,url:https://github.com/taâăślib/taâăślib,snowballing,snowballing,,,0,backward,exclude,A019,1,Non-paper web/resource link or background citation; excluded for agentic trading scope.,no,,snowballing,screened_excluded
URL_e7abf8e4ef,,,,,https://langchain-ai.github.io/langgraph,url:https://langchain-ai.github.io/langgraph,snowballing,snowballing,,,0,backward,exclude,A019,1,Non-paper web/resource link or background citation; excluded for agentic trading scope.,no,,snowballing,screened_excluded
URL_92b1d0c77a,,,,,https://ssrn.com/abstract=228099,url:https://ssrn.com/abstract=228099,snowballing,snowballing,,,0,backward,exclude,A019,1,Non-paper web/resource link or background citation; excluded for agentic trading scope.,no,,snowballing,screened_excluded
URL_fbe0c9e818,,,,,https://www.investopedia.com/terms/s,url:https://www.investopedia.com/terms/s,snowballing,snowballing,,,0,backward,exclude,A019,1,Non-paper web/resource link or background citation; excluded for agentic trading scope.,no,,snowballing,screened_excluded
URL_9e5bde7dbb,,,,,https://www.sciencedirect.com/science/article/pii/s0169207003000682,url:https://www.sciencedirect.com/science/article/pii/s0169207003000682,snowballing,snowballing,,,0,backward,exclude,A019,1,Non-paper web/resource link or background citation; excluded for agentic trading scope.,no,,snowballing,screened_excluded
URL_1855498112,,,,,https://www.sciencedirect.com/science/article/pii/s0957417415005126,url:https://www.sciencedirect.com/science/article/pii/s0957417415005126,snowballing,snowballing,,,0,backward,exclude,A019,1,Non-paper web/resource link or background citation; excluded for agentic trading scope.,no,,snowballing,screened_excluded
URL_8858f1c949,,,,,https://www.sciencedirect.com/science/article/pii/s1042443198000419,url:https://www.sciencedirect.com/science/article/pii/s1042443198000419,snowballing,snowballing,,,0,backward,exclude,A019,1,Non-paper web/resource link or background citation; excluded for agentic trading scope.,no,,snowballing,screened_excluded
URL_0d7380bffe,,,,,https://arxiv.org/abs/2401,url:https://arxiv.org/abs/2401,snowballing,snowballing,,,0,backward,exclude,A015,1,Broken URL in extracted refs; repaired as arXiv:2401.11641,no,,snowballing,screened_excluded
URL_1354f0a33c,&lt;b&gt;&lt;span&gt;Agentic AI Regulation Under the AI Act: A Proof of Concept or A Concept to Prove?&lt;/span&gt;&lt;/b&gt;,2025,CHRISTINE SALOUSTROU,,https://openalex.org/w4413385516,url:https://openalex.org/w4413385516,snowballing,snowballing,,,0,forward,exclude,A010,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_07ff0bf567,<scp>PlayBest:</scp>Professional Basketball Player Behavior Synthesis via Planning with Diffusion,2024,Xiusi Chen; Wei‐Yao Wang; Ziniu Hu; David Reynoso; Kun Jin; Mingyan Liu; P. Jeffrey Brantingham; Wei Wang,,https://openalex.org/w4403577941,url:https://openalex.org/w4403577941,snowballing,snowballing,,,0,forward,exclude,A043,1,Exclude at title/metadata screening: non-finance or cross-domain paper outside the review scope.,no,,snowballing,screened_excluded
URL_6aa5804a74,A bibliometric study on the role of artificial intelligence in enhancing investment decision-making processes,2025,Mfaume Ismail Mahmoud; Arni Surwanti,,https://openalex.org/w4414769178,url:https://openalex.org/w4414769178,snowballing,snowballing,,,0,forward,exclude,A052,1,Exclude at title/metadata screening: adjacent survey/review/bibliometric paper outside the corpus of primary technical studies and benchmark/infrastructure papers.,no,,snowballing,screened_excluded
